,class,tweet
622,1,look cute today realli helll swerv hoe
623,2,look like littl bird help get dress morn
624,0,ol trout mouth ass bitch deeeeaaaadd
625,1,talk like fag shit retard cool scro lot tard live total kick ass live
626,1,took land could make retard diaper sure use imag cool redskin nfl concuss joke
627,1,garden rose bitch weed
628,1,fuck No shit dumb ass cunt go post pictur flat ass titti ig slut
629,1,queer
630,1,homeboy look bad give cash hoe
631,2,teeth like star aww thank yeah yellow far away
632,1,yup fuck em play like trash clipper wanna play lol
633,1,time hoe get lol ariana mom say us
634,1,bitch
635,0,ayo even kill handicap crippl bitch look scalp real close see tripl six
636,1,bitch freak shit
637,1,bitch vagina littl resili
638,1,I love nah bitch love
639,1,pussi root drama attribut put head mama
640,1,call keyshawn johnson caus im catchin erri hoe
641,1,captain save hoe annoy phrase
642,1,day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch
643,1,let side bitch settl I might headbutt evelyn
644,1,dont show bitch unless look like dolli parton
645,0,fuck pussi ass hater go suck dick die quick someon youtub comment I think good friend
646,2,hick raver venn diagram larg intersect
647,1,hoe suck dick cu look like john stockton hit em wit choppa luke fatherrr
648,1,wasnt work place id deck aye fuck right I give tyson 4 combo nd end uppercut shut fuck bitch
649,1,suck dick dip keeper true redneck woman kim dad
650,1,im gonna rip bitch apart rip apart lol
651,1,britney bitch bibl leviticu 7 58
652,1,nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag
653,1,pussi tryna go studio call mufuckin crib like god Yo word god I buss YO shit god word
654,1,oh ya hoe think cute skin tight cat suit assum bodi boomin disput
655,1,omg bitch fuck stupid I swear blah blah blah week later omg ilysm bae ur best friend I swear
656,0,way fuck bitch name lord Mr race
657,0,poor whitey
658,1,ride bro still trust hoe
659,1,weekend go fabul naa man see nae cunt If ko 2 second flat hate u fuckgm
660,1,whatev good one abraham lincoln quot yall hoe
661,1,guy say latina gt mean kim kardashian look girl bitch shape like mini fridg amp smell like tortilla
662,2,rapper say twat make feel weird
663,1,better pipe pussi wth even mean
664,1,fuck pussi even beat dick angri youtub comment
665,1,cunt right
666,1,son bitch moment rain forget car window
667,1,10thingsthatgetsonmynerv needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe
668,1,11 get hit bitch campu want
669,1,1personidbitchslap Fa blowin tl Up like bitch spare tire leavin dairi queen
670,2,2013fave snoop justin much fun charli wilson tribut betaward
671,1,2013taughtm pussi feel
672,1,5wordsaftersex pussi bitch
673,0,azmonsoon lot rain bad enough wash away teabagg racist white trash state tcot teaparti azflood
674,1,alexfromtarget get million retweet chrisfromwalmart cant even get bitch text back
675,1,alexfromtarget bitch wet lmmfao
676,1,anncoult still call obama commun organ syria well still cunt well So
677,1,asagiraff pussi
678,2,askdem embarrass charli rangel remain caucu
679,1,bob bass bitch bitch dick fish dock
680,2,break AP call mass governor race charli baker watch live coverag wcvb stream onlin
681,1,bangbangbirdgang ya bitch 56 fruit loop
682,1,bartend becom real bitch bartend way way taller bar design holi back pain
683,1,bestsongtohavesexto bitch love sosa bangbang
684,2,bigbird made gay coupl So ye gop world bird would exist sinc creator would jail sodomi
685,1,bitchslapthursday 2nite pure passion door open 10 watch game bitch
686,2,blessjesu amo 3 3 two walk togeth except agre
687,2,blessjesu amo 5 10 hate one uphold justic court detest one tell truth
688,2,blessjesu crown hi head sole hi feet
689,2,blessjesusair matthew 6 26 look bird air yet heavenli father feed much valuabl
690,2,blessjesuslov happi belat sixti fifth 65 birthday 28 aunt mari agn strong
691,1,bout2gocrazi aintnolevelz2disshit hungrier phat ho diet IG
692,1,burnnotic Fi shoot bean bag round guy hurt like bitch
693,0,california full white trash
694,0,california full white trash move oklahoma
695,1,celebrityleakedphoto yeahgt know feel know nsa phone quit whine like muslim bitch
696,1,christianbal kiss mose ass fight god otherwis WE might BE fuck deadgt retard ass actor faggot
697,2,commonquestioniget whi uou ghetto
698,1,cowboy 6 1 bitch cowboysn anoth great win ilov team
699,1,crack whip cracker
700,0,dtla trash non european allow live
701,1,duh possibl tuck peni thi bitch got man boob
702,1,dearfeministmen easier way get pussi w sacrif man hood best dont includ lose ur self respect
703,1,degenerateartist fuckin around allah retard crestgt I got bless jesu next fake ass textgt
704,1,degenerateartist cardgt I french muslim retardgt I expect demand child bride yard cuz I got man dickgt
705,1,degenerateartist bitch walk back wordsgt witch question turdgt I glitch evolv absurd
706,1,degenerateartist know wordsgt Bo jingo dangl fan slang ho ting pang lick drum swing flick alarm bicgt hear fire
708,2,degenerateartist sniff whiffi ball involuntari cuz fairi walk downtown hairi climatechang scari sens hillbilli sneezegt
709,2,derekjet lifelong yanke man I miss firstballot unanim
710,0,dutch farmer white trash
711,0,dutch peopl live outsid newyorkc white trash
712,2,earlybird earli morn sunris dawn bird thebird jerryre kansa citi
713,2,ebola great I thought panic bird flu bad I realli got time
714,2,ebola great metaphor gop teaparti polici eat vital organ host die tcot teabagg
715,2,explainananimeplotbadli boy monkey tail grow savior futurist yet old earth
716,1,fact kany best good piec pussi fuck
717,1,fact femal tweet dayum day r hoe need attent ij wontgetm
718,2,femalelog wors jig I convinc
719,2,firecashman whi becaus I root royal octob yanke
720,1,freeelchapo trend cu french montana bitch ass fuck think sell drug cool lamest poser
721,1,freeballoutpartypart3 bitch go 3 mo week
722,1,freshmanadvic hoe get traphouseeeeeee
723,2,glori isaiah mom ask I want browni I said thank said fast
724,2,holidayseasonl shi glizzi feat pli free tha gang
725,2,happycolumbusday If america karlmarx would never thought share coloni injun
726,2,happycolumbusday hate sound peta callou buffalo lot wors injun
727,1,havok one bad bitch wanna mess tna impact
728,2,hellyeah No happi fall pumpkin spice oreo
729,2,hellobrookland We open serv free sampl cider vegan slider browni
730,2,holyspirit joshua 1 3 everi place sole foot shall tread upon I given unto I said unto mose
731,1,honestyhour middl school hoe use call mandingo warrior
732,1,idonthavetimefor ratchet hoe
733,1,ihopesomeday hoe find relationship instead ruin
734,1,istandwithrand wise rino pussi real leader like rand cruz lee bachmann etc actual exist fight go home teaparti
735,2,IU 8 straight nation colleg soccer champion wow hoosiern hoosier
736,2,IU make honorari student id way cooler intern student footbal card hoosier
737,1,ifthepurgewasr I best prostitut madam ever hey got pussi broke right lmao JK
738,1,ifwed eat da pussi better lesbian
739,1,inmiddleschool fat hell band faggot thank god play sport 6th grade didnt stay band
740,2,indigenouspeoplesday right becaus redskin lot queen right nomg sofunni
741,1,indigenouspeoplesday haha fuckin retard commi hunter biden love snortin pygmi fairi dust liber
742,0,iowa full white trash
743,2,iraq gov troop hand sever defeat isi saqlawiya chatter 300 soldier lost amp jihadi rave
744,0,jesuschrist straightgt faggot kill period sonofgodgt
745,1,kanyeshrug lol thot like great thing bitch offer
746,1,lingo A1 nicca tryn talk like
747,1,mentionadislik hoe thinkin bad even I tell bitch calm u averag
748,1,messagetomyfuturespous u better cook clean bitch ill give u money I cleanin dish makin plate
750,0,minnesota full white trash
751,1,myunpopularopinion spanish bitch suck dick 11 babi 15 alreadi fine dress slutti
752,1,NL Q U E E N remind I still get janel mona perplex peopl think queer
753,2,NP centuri fob
754,1,nationalcatday sure celebr 1 billion bird death blame climatechang fuckin commi
755,2,natitud okay I go say comb yer beard lol wigger
756,2,nowplay BT feat tori amo blue ski radio edit 1069thearrow
757,2,nowplay great white onc bitten twice shi 1069thearrow
758,2,nowplay ian hunter onc bitten twice shi 1069thearrow
759,2,nowplay door wasp texa radio big beat 1069thearrow
760,1,oomef yeah kno pussi whip nigga put ring
761,1,onlyinamichaelmyersmovi bitch run hundr meter dash niqqa actual take hi time walk amp u still get kill
762,2,pdplive novemb 10th get earli bird ticket
763,2,pacern 4 4 road perfect way continu iubb finish nba pacer indiana hoosier
764,1,peopletoavoid valeri jarrett I control reflex bitch slap
765,1,peoplewhomademy2013 littl brother hate admit know still lil bitch though fuck
766,1,qtna bitch gon breast feed wit nippl ring
767,1,questioniaskmyself I slap hoe tuh solv someth ima leav alon I never usual listen
768,2,radiofreenorthwest 218 covington read respons amp mock fbi andi real polit liv awaken gretchen
770,1,rayric bitch justsay
771,1,rayric still bitch got one wrong women fan livid noexcus
772,0,reasonswecantbetogeth u talkin nig smash da homi
773,1,reasonswhywedontgetalong hoe stop focus suck dick focu get rich
774,1,rebelsci share whaddupgt cloud It hog windturbin like fuckin gasbag son bitch
775,0,rebelsci use actual woman genet engin lab natur clone someth faggot rome
776,2,redsox focu oriol knock last year hatr yanke um teen year lol
777,1,remak granni dcyoungfli dirtymoney24 teamignat hoodcomedi damn bitch bab big
778,2,royal 2 1 fantast readi tomorrow sweep dispos O yanke 4ever except month
779,2,royal milwauke let yost go wish caus suck He guy win lose yanke fire girardi yost
780,2,ruinacomedian charli lapdanc
781,1,ruinadessert fairi queen nomggt I fuck obama panti
782,1,shoutout everybodi follow nicca
783,1,shoutout exit47 nicca salut
784,1,shoutout macktown nicca
786,1,shoutout exit 47 nicca realniccasalut
787,1,signsofcockblockin gt RT niggah tell hoe I talk I get fuckniggah
788,2,skate trash
789,0,slightlyadjust nigger wanna fuck tweet drink pineappl soda day
790,0,somethingigetalot asian black hawaiian gay retard drunk
791,0,southcarolina full white trash
792,1,splashgang pussi n z ay tri tell n z
794,2,stopwhitepeopl 9 case west nile viru infect report orang counti year 105 dead bird found carri viru
795,2,tbt love forev ling ling
796,2,theboondock 10 30 nicca
797,2,truth david charli brown scandal
798,1,son bitch moment final get bed bladder decid time piss
799,1,son bitch moment turn radio favorit song end song
800,1,son bitch moment walk hous dark stub littl toe wall
801,1,thatfuckmemo leav car window rain car look like hurrican katrina ran bitch
802,1,themostannoyingthingsinlif peopl never happi bitch n moan 100 time
803,0,thingsiwillteachmychild play deez nigga n bitch dat snake
804,1,thingsnottodoonafirstd give da dick U gotta half stroke da pussi bc u dump dick dat bitch gon becom extrem anoyin
805,1,tjohngang lil bitch follow
806,1,tomyfutureson fuck dem hoe better love dem hoe
807,0,trayvonmartin refer zimmerman creepi ass cracker racist thug
808,0,tweetlikepontiacholm I pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga
809,1,tweetlikeyourbestfriend I made 3 bitch
810,1,umightnotgetin fucc nicca beerandtaco wethelastonesleft
811,0,vinitahegwood get job naacp Or AG I hear like divers toler As long cracker tcot
812,0,virginia full white trash
814,2,wearerepublicnotregim potu BO violat usa sovereignti w open border jihadi crimin diseas haitian S american impeachobama
815,0,westvirginia full white trash
816,2,whatimcrav peanut butter oreo lt 3
818,1,whatwouldyouchangeaboutyourpast hoe I wast time
819,1,whyihateinstagram make bitch cheat four point scale 1 10
820,2,worldseriesgame3 hunter penc annoy red sox player shave fool take vyvans yanke 2015
821,2,yanke
822,2,yanke firecashman I want arod back
823,2,yanke jeter let play entir inning fit
824,2,yanke sec robertson guy fantast sec pitcher
825,2,yanke 3 astro 0 mccarthi outduel keuchel seri final
826,2,yanke 6 0 nine straight hit price night
827,2,yanke damn directtv blackout yanke game freak walk kill satellit douch
828,2,yanke damn well joe move bullpen realli help
829,2,yanke I complain royal win lose game7 show heart AL ride die No flex zone earn
830,2,yanke I went gold cruz 2010 sound No upper lower bodi strength hmm 40 HR hitter say S word
831,2,yanke If royal fire sale I want whole team leav gardner tanaka rest pleas go along joe cash
832,2,yanke nice bounc back kay gotta keep go
833,2,yanke pineda need 6 7 great play
834,2,yanke primo got home tank mlb final win even better time get seriou sept call time
835,2,yanke got beaten thug
836,2,yanke take three game motown I callin mlb
837,2,yanke wast Nu ez season ray mlb
838,1,yeswedid start build windturbin SO fuckin big kill whole flock bird one gogt
839,1,yeswedid tattoo bitch corrupt mani men possibl egypt cattl prod votegt
840,1,youwillnotbetakenseriouslyif proud white trash kedollarsignha
841,1,agre badd one idk mix bitch realli tho
842,1,anywer LA palm tree great weather ani els horribl weather bitch
843,1,bad ass local bitch
844,1,boom bitch
845,1,bslfe bitch pullup 40st washington space A 80
847,1,creamteam leav hoe w cockbreath
848,2,drunk trash trash wast draught hors
849,1,faggot kill jesuschristgt hello whatev Go ahead gaymarriag pharaoh pocketsgt
850,0,faggot mere scientif indic someth IS wronggt Do celebr uniqu indiviu cancergt
851,0,firefight job white trash
852,2,foxnew cut away democrat talk claim fair balanc lmao network full teabagg liar
853,2,gouach inktob oldpaint mt tiki wahin surf monkey bright happysunday peac wish
854,1,honestyhour love hoe
855,1,honeybadg bitch
856,2,hoosier fan codi zeller nomin year nba draft iubb
